################################################################
# MalwareBazaar Code Signing Certificate Blocklist (CSCB)      #
# Last updated: 2022-06-17 10:40:02 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
# "time_stamp_utc","serial_number","thumbprint","thumbprint_algorithm","subject_cn","issuer_cn","valid_from","valid_to","Reason"
"2020-11-02 08:17:01", "3E57584DB26A2C2EBC24AE3E1954FFF6", "4ECBADA12A11A5AD5FE6A72A8BAAF9D67DC07556A42F6E9A9B6765E334099F4E", "SHA256", "Zaryad LLC", "Sectigo RSA Code Signing CA", "Oct  6 00:00:00 2020 GMT", "Oct  6 23:59:59 2021 GMT", "Unknown malware"
"2020-11-02 08:13:16", "13794371C052EC0559E9B492ABB25C26", "DD3AB539932E81DB45CF262D44868E1F0F88A7B0BAF682FB89D1A3FCFBA3980B", "SHA256", "Carmel group LLC", "Sectigo RSA Code Signing CA", "Sep  4 00:00:00 2020 GMT", "Sep  4 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:11:39", "51AEAD5A9AB2D841B449FA82DE3A8A00", "155EDD03D034D6958AF61BC6A7181EF8F840FEAE68A236BE3FF73CE7553651B0", "SHA256", "Corsair Software Solution Inc.", "Sectigo RSA Code Signing CA", "Aug  5 00:00:00 2020 GMT", "Aug  5 23:59:59 2021 GMT", "TA505"
"2020-11-02 08:10:30", "DADF44E4046372313EE97B8E394C4079", "80986AE0D4F8C8FABF6C4A91550C90224E26205A4CA61C00FF6736DD94817E65", "SHA256", "Digital Capital Management Ireland Limited", "Sectigo RSA Code Signing CA", "Sep  8 00:00:00 2020 GMT", "Sep  8 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:10:22", "F8C2E08438BB0E9ADC955E4B493E5821", "459EF82EB5756E85922A4687D66BD6A0195834F955EDE35AE6C3039D97B00B5F", "SHA256", "DocsGen Software Solutions Inc.", "Sectigo RSA Code Signing CA", "Sep  8 00:00:00 2020 GMT", "Sep  8 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:10:09", "D2CAF7908AAEBFA1A8F3E2136FECE024", "82BAF9B781D458A29469E5370BC9752EBEF10F3F8EA506CA6DD04EA5D5F70334", "SHA256", "FANATOR", "Sectigo RSA Code Signing CA", "Aug 26 00:00:00 2020 GMT", "Aug 26 23:59:59 2021 GMT", "ParallaxRAT"
"2020-11-02 08:09:55", "3223B4616C2687C04865BEE8321726A8", "321218E292C2C489BBC7171526E1B4E02EF68CE23105EEE87832F875B871ED9F", "SHA256", "FORTUNE STAR TRADING", "Sectigo RSA Code Signing CA", "Sep 29 00:00:00 2020 GMT", "Sep 29 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:09:07", "0FA13AE98E17AE23FCFE7AE873D0C120", "BE226576C113CD14BCDB67E46AAB235D9257CD77B826B0D22A9AA0985BAD5F35", "SHA256", "KLAKSON", "DigiCert EV Code Signing CA ", "Aug 13 00:00:00 2020 GMT", "Jul 14 12:00:00 2021 GMT", "CobaltStrike"
"2020-11-02 08:09:02", "3696883055975D571199C6B5D48F3CD5", "933749369D61BEBD5F2C63FF98625973C41098462D9732CFFAFFE7E02823BC3A", "SHA256", "Korist Networks Incorporated", "Sectigo RSA Code Signing CA", "Sep  3 00:00:00 2020 GMT", "Sep  3 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:08:48", "AFF762E907F0644E76ED8A7485FB12A1", "7B0C55AE9F8F5D82EDBC3741EA633AE272BBB2207DA8E88694E06D966D86BC63", "SHA256", "Lets Start SP Z O O", "Sectigo RSA Code Signing CA", "May 27 00:00:00 2020 GMT", "May 27 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 08:08:18", "5B440A47E8CE3DD202271E5C7A666C78", "07E4CBDD52027E38B86727E88B33A0A1D49FE18F5AEE4101353DD371D7A28DA5", "SHA256", "Master Networking s.r.o.", "Sectigo RSA Code Signing CA", "Sep  8 00:00:00 2020 GMT", "Sep  8 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:08:08", "FE41941464B9992A69B7317418AE8EB7", "EF4DA71810FB92E942446EE1D9B5F38FEA49628E0D8335A485F328FCEF7F1A20", "SHA256", "Milsean Software Limited", "Sectigo RSA Code Signing CA", "Sep  8 00:00:00 2020 GMT", "Sep  8 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:07:54", "29128A56E7B3BFB230742591AC8B4718", "F9FCC798E1FCCEE123034FE9DA9A28283DE48BA7AE20F0C55CE0D36AE4625133", "SHA256", "Programavimo paslaugos", "Sectigo RSA Code Signing CA", "May 14 00:00:00 2020 GMT", "May 14 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 08:07:43", "C2BB11CFC5E80BF4E8DB2ED0AA7E50C5", "F1044E01FF30D14A3F6C89EFFAE9DBCD2B43658A3F7885C109F6E22AF1A8DA4B", "SHA256", "Rooth Media Enterprises Limited", "Sectigo RSA Code Signing CA", "Sep  3 00:00:00 2020 GMT", "Sep  3 23:59:59 2021 GMT", "Unknown malware"
"2020-11-02 08:07:23", "040CC2255DB4E48DA1B4F242F5EDFA73", "1270A79829806834146EF50A8036CFCC1067E0822E400F81073413A60AA9ED54", "SHA256", "Softland SRL", "DigiCert EV Code Signing CA ", "Dec 10 00:00:00 2018 GMT", "Dec 14 12:00:00 2021 GMT", "QuasarRAT"
"2020-11-02 08:06:57", "3BCAED3EF678F2F9BF38D09E149B8D70", "45D598691E79BE3C47E1883D4B0E149C13A76932EA630BE429B0CFCCF3217BC2", "SHA256", "StarY Media Inc.", "Sectigo RSA Code Signing CA", "Sep  3 00:00:00 2020 GMT", "Sep  3 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:06:10", "091736D368A5980EBEB433A0ECB49FBB", "B1C1DC94F0C775DEEB46A0A019597C4AC27AB2810E3B3241BDC284D2FCCF3EB5", "SHA256", "ELEKSIR", "Sectigo RSA Code Signing CA", "Oct 20 00:00:00 2020 GMT", "Oct 20 23:59:59 2021 GMT", "Unknown malware"
"2020-11-02 08:05:13", "04332C16724FFEDA5868D22AF56AEA43", "79B7851C3F611F2035AE26C1C76E513F0F10402EF7B4B25775553868B3934DEB", "SHA256", "Bespoke Software Solutions Limited", "DigiCert EV Code Signing CA ", "Aug 21 00:00:00 2020 GMT", "Jun  1 12:00:00 2021 GMT", "Unknown malware"
"2020-11-02 08:05:09", "E48CB3314977D77DEDCD4C77DD144C50", "025BCE0F36EC5BAC08853966270ED2F5E28765D9C398044462A28C67D74D71E1", "SHA256", "BESPOKE SOFTWARE SOLUTIONS LIMITED", "Sectigo RSA Code Signing CA", "Jul 28 00:00:00 2020 GMT", "Jul 28 23:59:59 2021 GMT", "Unknown malware"
"2020-11-02 08:04:54", "085B70224253486624FC36FA658A1E32", "693CC59045DE342FBE55E06CBACD006BFBED33BEAE4000E3013CE910B967D6DB", "SHA256", "Best Fud", "DigiCert EV Code Signing CA ", "Aug 21 00:00:00 2020 GMT", "Jun  2 12:00:00 2021 GMT", "Unknown malware"
"2020-11-02 08:04:24", "1E72A72351AECF884DF9CDB77A16FD84", "F945BBEA1C2E2DD4ED17F5A98EA7C0F0ADD6BFC3D07353727B40CE48A7D5E48F", "SHA256", "Buket and Co.", "Buket and Co.", "Oct 30 17:22:34 2020 GMT", "Oct 31 17:22:34 2030 GMT", "RedLineStealer"
"2020-11-02 08:03:26", "B383658885E271129A43D19DE40C1FC6", "EF234051B4B83086B675FF58ACA85678544C14DA39DBDF4D4FA9D5F16E654E2F", "SHA256", "Elekon", "Sectigo RSA Code Signing CA", "May 27 00:00:00 2020 GMT", "May 27 23:59:59 2021 GMT", "Gozi"
"2020-11-02 08:03:18", "CA7D54577243934F665FD1D443855A3D", "2EA2C7625C1A42FFF63F0B17CFC4FD0C0F76D7EB45A86B18EC9A630D3D8AD913", "SHA256", "FABO SP Z O O", "Sectigo RSA Code Signing CA", "Oct 12 00:00:00 2020 GMT", "Oct 12 23:59:59 2021 GMT", "IcedID"
"2020-11-02 08:03:09", "030012F134E64347669F3256C7D050C5", "20C6F1FBE36B8FC089E56FAF57AFD2B61E551E7A02DDE618516BC2D3F3FF8219", "SHA256", "Futumarket LLC", "DigiCert EV Code Signing CA ", "Jul 21 00:00:00 2020 GMT", "Jul 26 12:00:00 2021 GMT", "RedLineStealer"
"2020-11-02 08:02:55", "7709D2DF39E9A4F7DB2F3CBC29B49743", "04349BA0F4D74F46387CEE8A13EE72AB875032B4396D6903A6E9E7F047426DE8", "SHA256", "Grina LLC", "Sectigo RSA Code Signing CA", "Oct  3 00:00:00 2020 GMT", "Oct  3 23:59:59 2021 GMT", "RaccoonStealer"
"2020-11-02 08:02:50", "186D49FAC34CE99775B8E7FFBF50679D", "812A80556775D658450362E1B3650872B91DEBA44FEF28F17C9364ADD5AA398E", "SHA256", "Hairis LLC", "Sectigo RSA Code Signing CA", "Oct  9 00:00:00 2020 GMT", "Oct  9 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:00:55", "97DF46ACB26B7C81A13CC467B47688C8", "54C4929195FAFDDFD333871471A015FA68092F44E2F262F2BBF4EE980B41B809", "SHA256", "Information Civilized System Oy", "Sectigo RSA Code Signing CA", "Jan 13 00:00:00 2020 GMT", "Jan 12 23:59:59 2021 GMT", "ParallaxRAT"
"2020-11-02 08:00:38", "2A52ACB34BD075AC9F58771D2A4BBFBA", "C839065A159BEC7E63BFDCB1794889829853C07F7A931666F4EB84103302C1C9", "SHA256", "Katarzyna Galganek mim e coc", "Sectigo RSA Code Signing CA", "Feb 28 00:00:00 2020 GMT", "Feb 27 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 08:00:29", "5A9D897077A22AFE7AD4C4A01DF6C418", "50FA9D22557354A078767CB61F93DE9ABE491E3A8CB69C280796C7C20EABD5B9", "SHA256", "Klarens LLC", "Sectigo RSA Code Signing CA", "Oct  7 00:00:00 2020 GMT", "Oct  7 23:59:59 2021 GMT", "BazaLoader"
"2020-11-02 08:00:20", "D7C432E8D4EDEF515BFB9D1C214FF0F5", "6256D3CA79330F7BD912A88E59F9A4F3BDEBDCD6B9C55CDA4E733E26583B3D61", "SHA256", "LLC ", "Sectigo RSA Code Signing CA", "Oct  2 00:00:00 2020 GMT", "Oct  2 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 08:00:04", "85E1AF2BE0F380E5A5D11513DDF45FC6", "E9849101535B47FF2A67E4897113C06F024D33F575BAA5B426352F15116B98B4", "SHA256", "Makke Digital Works", "Sectigo RSA Code Signing CA", "Sep  1 00:00:00 2020 GMT", "Sep  1 23:59:59 2021 GMT", "Shiotob"
"2020-11-02 07:59:37", "02AA497D39320FC979AD96160D90D410", "33E8E72A75D6F424C5A10D2B771254C07A7D9C138E5FEA703117FE60951427AE", "SHA256", "MATCHLESS GIFTS", "Sectigo RSA Code Signing CA", "Oct  7 00:00:00 2020 GMT", "Oct  7 23:59:59 2021 GMT", "Egregor Ransomware"
"2020-11-02 07:57:43", "0BAB6A2AA84B495D9E554A4C42C0126D", "E6FA7B4756B41B8EC049237B96A8C1DF2ADA4582E440A63D8FC3B0787C3EFEB8", "SHA256", "NOSOV SP Z O O", "DigiCert EV Code Signing CA ", "Aug 21 00:00:00 2020 GMT", "Aug 18 12:00:00 2021 GMT", "BazaLoader"
"2020-11-02 07:57:35", "D0B094274C761F367A8EAEA08E1D9C8F", "E94A9D81C4A67EF953FDB27AAD6EC8FA347E6903B140D21468066BDCA8925BC5", "SHA256", "Nsasoft US LLC", "Sectigo RSA Code Signing CA", "May  8 00:00:00 2020 GMT", "May  8 23:59:59 2021 GMT", "ModiLoader"
"2020-11-02 07:57:20", "D59A05955A4A421500F9561CE983AAC4", "7F56555AC8479D4E130A89E787B7FF2F47005CC02776CF7A30A58611748C4C2E", "SHA256", "Olymp LLC", "Sectigo RSA Code Signing CA", "Sep 30 00:00:00 2020 GMT", "Sep  4 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:57:13", "35590EBE4A02DC23317D8CE47A947A9B", "D9B60A67CF3C8964BE1E691D22B97932D40437BFEAD97A84C1350A2C57914F28", "SHA256", "OOO Largos", "Sectigo RSA Code Signing CA", "Oct  9 00:00:00 2020 GMT", "Oct  9 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:57:10", "1F23F001458716D435CCA1A55D660EC5", "934D9357B6FB96F7FB8C461DD86824B3EED5F44A65C10383FE0BE742C8C9B60E", "SHA256", "OOO Ringen", "Sectigo RSA Code Signing CA", "Oct  9 00:00:00 2020 GMT", "Oct  9 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:57:07", "C2FC83D458E653837FCFC132C9B03062", "82294A7EFA5208EB2344DB420B9AEFF317337A073C1A6B41B39DDA549A94557E", "SHA256", "OOO Vertical", "Sectigo RSA Code Signing CA", "Oct  9 00:00:00 2020 GMT", "Oct  9 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:56:24", "4B03CABE6A0481F17A2DBEB9AEFAD425", "2E86CB95AA7E4C1F396E236B41BB184787274BB286909B60790B98F713B58777", "SHA256", "RASSVET", "Sectigo RSA Code Signing CA", "Oct 10 00:00:00 2020 GMT", "Oct 10 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:55:30", "539015999E304A5952985A994F9C3A53", "7731825AEA38CFC77BA039A74417DD211ABEF2E16094072D8C2384AF1093F575", "SHA256", "Service lab LLC", "Sectigo RSA Code Signing CA", "Sep  4 00:00:00 2020 GMT", "Sep  4 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:55:22", "016836311FC39FBB8E6F308BB03CC2B3", "CAB373E2D4672BEACF4CA9C9BAF75A2182A106CCA5EA32F2FC2295848771A979", "SHA256", "SERVICE STREAM LIMITED", "Sectigo RSA Code Signing CA", "Oct 13 00:00:00 2020 GMT", "Oct 13 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:55:14", "9BD81A9ADAF71F1FF081C1F4A05D7FD7", "885B9F1306850A87598E5230FCAE71282042B74E8A14CABB0A904C559B506ACB", "SHA256", "SMART TOYS AND GAMES", "Sectigo RSA Code Signing CA", "Oct  3 00:00:00 2020 GMT", "Oct  3 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:55:05", "082023879112289BF351D297CC8EFCFC", "0EB3382177F26E122E44DDD74DF262A45EBE8261029BC21B411958A07B06278A", "SHA256", "STA-R TOV", "DigiCert EV Code Signing CA ", "Nov 11 00:00:00 2019 GMT", "Nov 18 12:00:00 2020 GMT", "TrickBot"
"2020-11-02 07:54:45", "ECE6CBF67DC41635A5E5D075F286AF23", "F1F83C96AB00DCB70C0231D946B6FBD6A01E2C94E8F9F30352BBE50E89A9A51C", "SHA256", "THRANE AGENTUR ApS", "Sectigo RSA Code Signing CA", "Oct 22 00:00:00 2020 GMT", "Oct 22 23:59:59 2021 GMT", "RemoteManipulator"
"2020-11-02 07:54:33", "5FB6BAE8834EDD8D3D58818EDC86D7D7", "026868BBC22C6A37094851E0C6F372DA90A8776B01F024BADB03033706828088", "SHA256", "Tramplink LLC", "Sectigo RSA Code Signing CA", "Sep 18 00:00:00 2020 GMT", "Sep 18 23:59:59 2021 GMT", "Various malware"
"2020-11-02 07:54:08", "6E0CCBDFB4777E10EA6221B90DC350C2", "367B3092FBCD132EFDBEBABDC7240E29E3C91366F78137A27177315D32A926B9", "SHA256", "TRAUMALAB INTERNATIONAL APS", "Sectigo RSA Code Signing CA", "Oct 16 00:00:00 2020 GMT", "Oct 16 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:53:39", "1249AA2ADA4967969B71CE63BF187C38", "C139076033E8391C85BA05508C4017736A8A7D9C1350E6B5996DD94B374F403C", "SHA256", "Umbrella LLC", "Sectigo RSA Code Signing CA", "Sep  4 00:00:00 2020 GMT", "Sep  4 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:53:28", "2DCD0699DA08915DDE6D044CB474157C", "13BF3156E66A57D413455973866102B0A1F6D45A1E6DE050CA9DCF16ECAFB4E2", "SHA256", "VENTE DE TOUT", "Sectigo RSA Code Signing CA", "Sep 21 00:00:00 2020 GMT", "Sep 21 23:59:59 2021 GMT", "CobaltStrike"
"2020-11-02 07:53:09", "8D52FB12A2511E86BBB0BA75C517EAB0", "9E918CE337AEBB755E23885D928E1A67ECA6823934935010E82B561B928DF2F9", "SHA256", "VThink Software Consulting Inc.", "Sectigo RSA Code Signing CA", "Sep  4 00:00:00 2020 GMT", "Sep  4 23:59:59 2021 GMT", "ParallaxRAT"
"2020-11-02 07:52:50", "B1AEA98BF0CE789B6C952310F14EDDE0", "28324A9746EDBDB41C9579032D6EB6AB4FD3E0906F250D4858CE9C5FE5E97469", "SHA256", "Absolut LLC", "Sectigo RSA Code Signing CA", "Oct  1 00:00:00 2020 GMT", "Oct  1 23:59:59 2021 GMT", "BazaLoader"
"2020-11-02 07:52:05", "F097E59809AE2E771B7B9AE5FC3408D7", "22AD7DF275C8B5036EA05B95CE5DA768049BD2B21993549EED3A8A5ADA990B1E", "SHA256", "ABEL RENOVATIONS", "Sectigo RSA Code Signing CA", "Oct  7 00:00:00 2020 GMT", "Oct  7 23:59:59 2021 GMT", "Quakbot"
"2020-11-02 07:47:52", "51CD5393514F7ACE2B407C3DBFB09D8D", "D497A1698F4B9A558DED6CFD8BC4B1D881EEB3C04F349B215FFA89946F63C7F0", "SHA256", "APPI CZ a.s", "Sectigo RSA Code Signing CA", "Oct 23 00:00:00 2020 GMT", "Oct 23 23:59:59 2021 GMT", "Quakbot"
# Number of entries: 304
